Title,Year,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Genre
Cruella,2021,"$86,103,234",200.0,15.9521,"Walt Disney Pictures,Gunn Films,Marc Platt Productions",233.503234,134,73.0,75.0,59.0, Crime
Hellboy: The Crooked Man,2024,,20.0,8.0355,"Dark Horse Entertainment,Millennium Media,Telepool,Icon Productions",2.01405,100,45.0,37.0,45.0,Action
Hellboy: The Crooked Man,2024,,20.0,8.0355,"Dark Horse Entertainment,Millennium Media,Telepool,Icon Productions",2.01405,100,45.0,37.0,45.0, Horror
Hellboy: The Crooked Man,2024,,20.0,8.0355,"Dark Horse Entertainment,Millennium Media,Telepool,Icon Productions",2.01405,100,45.0,37.0,45.0, Mystery
Mean Girls,2024,"$72,581,770",36.0,13.6788,"Little Stranger,Broadway Video,Paramount Pictures",104.573204,113,55.0,69.0,58.0,Comedy
Mean Girls,2024,"$72,581,770",36.0,13.6788,"Little Stranger,Broadway Video,Paramount Pictures",104.573204,113,55.0,69.0,58.0, Musical
Insidious: The Red Door,2023,"$82,156,962",16.0,12.4675,"Blumhouse Productions,Stage 6 Films,Screen Gems,Oren Peli Productions",189.086877,107,55.0,40.0,45.0,Horror
Insidious: The Red Door,2023,"$82,156,962",16.0,12.4675,"Blumhouse Productions,Stage 6 Films,Screen Gems,Oren Peli Productions",189.086877,107,55.0,40.0,45.0, Mystery
Insidious: The Red Door,2023,"$82,156,962",16.0,12.4675,"Blumhouse Productions,Stage 6 Films,Screen Gems,Oren Peli Productions",189.086877,107,55.0,40.0,45.0, Thriller
Ant-Man and the Wasp: Quantumania,2023,"$214,504,909",388.369742,16.2929,"Marvel Studios,Kevin Feige Productions",476.07118,125,60.0,46.0,48.0,Action
Ant-Man and the Wasp: Quantumania,2023,"$214,504,909",388.369742,16.2929,"Marvel Studios,Kevin Feige Productions",476.07118,125,60.0,46.0,48.0, Adventure
Ant-Man and the Wasp: Quantumania,2023,"$214,504,909",388.369742,16.2929,"Marvel Studios,Kevin Feige Productions",476.07118,125,60.0,46.0,48.0, Comedy
The Worst Person in the World,2021,"$3,034,775",5.0,7.4806,"Oslo Pictures,MK2 Films,Film i Väst,Snowglobe,B-Reel Films,ARTE France Cinéma",12.687507,128,77.0,96.0,91.0,Comedy
The Worst Person in the World,2021,"$3,034,775",5.0,7.4806,"Oslo Pictures,MK2 Films,Film i Väst,Snowglobe,B-Reel Films,ARTE France Cinéma",12.687507,128,77.0,96.0,91.0, Drama
The Worst Person in the World,2021,"$3,034,775",5.0,7.4806,"Oslo Pictures,MK2 Films,Film i Väst,Snowglobe,B-Reel Films,ARTE France Cinéma",12.687507,128,77.0,96.0,91.0, Romance
Infinity Pool,2023,"$5,078,400",4.5,35.9893,"Topic Studios,Elevation Pictures,Film Forge Productions,Hero Squared,Celluloid Dreams,NEON,Téléfilm Canada,Eurimages",5.0784,118,60.0,87.0,72.0,Crime
Infinity Pool,2023,"$5,078,400",4.5,35.9893,"Topic Studios,Elevation Pictures,Film Forge Productions,Hero Squared,Celluloid Dreams,NEON,Téléfilm Canada,Eurimages",5.0784,118,60.0,87.0,72.0, Horror
Infinity Pool,2023,"$5,078,400",4.5,35.9893,"Topic Studios,Elevation Pictures,Film Forge Productions,Hero Squared,Celluloid Dreams,NEON,Téléfilm Canada,Eurimages",5.0784,118,60.0,87.0,72.0, Mystery
The French Dispatch,2021,"$16,124,375",25.0,8.605,"Searchlight Pictures,Indian Paintbrush,American Empirical Pictures",46.333545,108,71.0,75.0,75.0,Comedy
The French Dispatch,2021,"$16,124,375",25.0,8.605,"Searchlight Pictures,Indian Paintbrush,American Empirical Pictures",46.333545,108,71.0,75.0,75.0, Drama
The French Dispatch,2021,"$16,124,375",25.0,8.605,"Searchlight Pictures,Indian Paintbrush,American Empirical Pictures",46.333545,108,71.0,75.0,75.0, Romance
The Expendables 4,2023,"$16,710,153",100.0,10.9239,"Millennium Media,Campbell Grobman Films,Lionsgate,Nu Boyana Film Studios,Templeton Media,Davis Films,Media Capital Technologies",37.917985,103,48.0,14.0,30.0,Action
The Expendables 4,2023,"$16,710,153",100.0,10.9239,"Millennium Media,Campbell Grobman Films,Lionsgate,Nu Boyana Film Studios,Templeton Media,Davis Films,Media Capital Technologies",37.917985,103,48.0,14.0,30.0, Adventure
The Expendables 4,2023,"$16,710,153",100.0,10.9239,"Millennium Media,Campbell Grobman Films,Lionsgate,Nu Boyana Film Studios,Templeton Media,Davis Films,Media Capital Technologies",37.917985,103,48.0,14.0,30.0, Thriller
The Fabelmans,2022,"$17,348,945",40.0,14.0486,"Amblin Entertainment,Reliance Entertainment",45.629909,151,75.0,92.0,85.0,Drama
The Seed of the Sacred Fig,2024,"$228,506",3.0,8.9397,"Parallel 45,Run Way Pictures,ARTE France Cinéma",6.50181,167,76.0,97.0,85.0,Crime
The Seed of the Sacred Fig,2024,"$228,506",3.0,8.9397,"Parallel 45,Run Way Pictures,ARTE France Cinéma",6.50181,167,76.0,97.0,85.0, Drama
The Seed of the Sacred Fig,2024,"$228,506",3.0,8.9397,"Parallel 45,Run Way Pictures,ARTE France Cinéma",6.50181,167,76.0,97.0,85.0, Thriller
Memoir of a Snail,2024,"$625,459",4.35,55.2536,"Arenamedia,Screen Australia",6.780428,94,78.0,95.0,83.0,Animation
Memoir of a Snail,2024,"$625,459",4.35,55.2536,"Arenamedia,Screen Australia",6.780428,94,78.0,95.0,83.0, Drama
Army of the Dead,2021,,90.0,10.7503,The Stone Quarry,190.7,148,58.0,67.0,57.0,Action
Army of the Dead,2021,,90.0,10.7503,The Stone Quarry,190.7,148,58.0,67.0,57.0, Crime
Army of the Dead,2021,,90.0,10.7503,The Stone Quarry,190.7,148,58.0,67.0,57.0, Drama
Winnie-the-Pooh: Blood and Honey,2023,"$2,082,898",0.1,3.4781,"Jagged Edge Productions,ITN Distribution",7.717044,84,29.0,3.0,16.0,Horror
Redeeming Love,2022,"$9,214,020",30.0,11.4135,"Mission Pictures International,Advantage Entertainment,Pinnacle Peak Pictures,Nthibah Pictures",9.464198,134,67.0,11.0,32.0,Drama
Redeeming Love,2022,"$9,214,020",30.0,11.4135,"Mission Pictures International,Advantage Entertainment,Pinnacle Peak Pictures,Nthibah Pictures",9.464198,134,67.0,11.0,32.0, Romance
Redeeming Love,2022,"$9,214,020",30.0,11.4135,"Mission Pictures International,Advantage Entertainment,Pinnacle Peak Pictures,Nthibah Pictures",9.464198,134,67.0,11.0,32.0, Western
The Killer's Game,2024,"$5,404,378",30.0,12.539,"Dogbone Entertainment,Mad Chance,Endurance Media,K. JAM Media,TKG Productions,The Feature Film One",5.928351,104,58.0,46.0,36.0,Action
The Killer's Game,2024,"$5,404,378",30.0,12.539,"Dogbone Entertainment,Mad Chance,Endurance Media,K. JAM Media,TKG Productions,The Feature Film One",5.928351,104,58.0,46.0,36.0, Comedy
The Killer's Game,2024,"$5,404,378",30.0,12.539,"Dogbone Entertainment,Mad Chance,Endurance Media,K. JAM Media,TKG Productions,The Feature Film One",5.928351,104,58.0,46.0,36.0, Thriller
A Haunting in Venice,2023,"$42,471,412",60.0,10.2929,"20th Century Studios,Scott Free Productions,The Mark Gordon Company,Genre Films,Agatha Christie Limited",121.4,104,65.0,75.0,63.0,Crime
A Haunting in Venice,2023,"$42,471,412",60.0,10.2929,"20th Century Studios,Scott Free Productions,The Mark Gordon Company,Genre Films,Agatha Christie Limited",121.4,104,65.0,75.0,63.0, Drama
A Haunting in Venice,2023,"$42,471,412",60.0,10.2929,"20th Century Studios,Scott Free Productions,The Mark Gordon Company,Genre Films,Agatha Christie Limited",121.4,104,65.0,75.0,63.0, Horror
"Are You There God? It's Me, Margaret.",2023,"$20,372,406",30.0,5.4906,"Gracie Films,Lionsgate",21.8,107,73.0,99.0,84.0,Comedy
"Are You There God? It's Me, Margaret.",2023,"$20,372,406",30.0,5.4906,"Gracie Films,Lionsgate",21.8,107,73.0,99.0,84.0, Drama
"Are You There God? It's Me, Margaret.",2023,"$20,372,406",30.0,5.4906,"Gracie Films,Lionsgate",21.8,107,73.0,99.0,84.0, Family
The Green Knight,2021,"$17,173,321",15.0,8.0694,"A24,Bron Studios,Sailor Bear,Ley Line Entertainment,Wild Atlantic Pictures",18.887953,130,66.0,89.0,85.0,Adventure
The Green Knight,2021,"$17,173,321",15.0,8.0694,"A24,Bron Studios,Sailor Bear,Ley Line Entertainment,Wild Atlantic Pictures",18.887953,130,66.0,89.0,85.0, Drama
The Green Knight,2021,"$17,173,321",15.0,8.0694,"A24,Bron Studios,Sailor Bear,Ley Line Entertainment,Wild Atlantic Pictures",18.887953,130,66.0,89.0,85.0, Fantasy
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"$118,700,272",75.0,15.7547,"Paramount Pictures,Nickelodeon Movies,Point Grey Pictures,Cinesite Animation,Mikros Animation",180.513586,100,72.0,95.0,74.0,Animation
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"$118,700,272",75.0,15.7547,"Paramount Pictures,Nickelodeon Movies,Point Grey Pictures,Cinesite Animation,Mikros Animation",180.513586,100,72.0,95.0,74.0, Action
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"$118,700,272",75.0,15.7547,"Paramount Pictures,Nickelodeon Movies,Point Grey Pictures,Cinesite Animation,Mikros Animation",180.513586,100,72.0,95.0,74.0, Adventure
Men,2022,"$7,587,853",6.5,5.8488,"A24,DNA Films",11.152071,100,60.0,69.0,65.0,Drama
Men,2022,"$7,587,853",6.5,5.8488,"A24,DNA Films",11.152071,100,60.0,69.0,65.0, Fantasy
Men,2022,"$7,587,853",6.5,5.8488,"A24,DNA Films",11.152071,100,60.0,69.0,65.0, Horror
RRR,2022,"$15,156,051",69.0,11.8827,DVV Entertainment,160.0,185,78.0,96.0,83.0,Action
RRR,2022,"$15,156,051",69.0,11.8827,DVV Entertainment,160.0,185,78.0,96.0,83.0, Adventure
RRR,2022,"$15,156,051",69.0,11.8827,DVV Entertainment,160.0,185,78.0,96.0,83.0, Drama
Thelma,2024,"$9,002,073",5.0,4.442,"Zurich Avenue,Invention Studios,Bandwagon",12.537071,98,70.0,98.0,77.0,Action
Thelma,2024,"$9,002,073",5.0,4.442,"Zurich Avenue,Invention Studios,Bandwagon",12.537071,98,70.0,98.0,77.0, Comedy
House of Gucci,2021,"$53,809,574",75.0,8.1068,"Metro-Goldwyn-Mayer,Bron Studios,Scott Free Productions",153.235995,158,66.0,62.0,59.0,Biography
House of Gucci,2021,"$53,809,574",75.0,8.1068,"Metro-Goldwyn-Mayer,Bron Studios,Scott Free Productions",153.235995,158,66.0,62.0,59.0, Crime
House of Gucci,2021,"$53,809,574",75.0,8.1068,"Metro-Goldwyn-Mayer,Bron Studios,Scott Free Productions",153.235995,158,66.0,62.0,59.0, Drama
The Pope's Exorcist,2023,"$20,009,380",18.0,14.8955,"Screen Gems,2.0 Entertainment,Loyola Productions",76.987621,103,61.0,50.0,45.0,Horror
The Pope's Exorcist,2023,"$20,009,380",18.0,14.8955,"Screen Gems,2.0 Entertainment,Loyola Productions",76.987621,103,61.0,50.0,45.0, Thriller
Watcher,2022,"$1,961,207",5.0,6.9164,"Image Nation Abu Dhabi,Lost City,Spooky Pictures,AGC Studios",2.543216,96,63.0,88.0,72.0,Drama
Watcher,2022,"$1,961,207",5.0,6.9164,"Image Nation Abu Dhabi,Lost City,Spooky Pictures,AGC Studios",2.543216,96,63.0,88.0,72.0, Horror
Watcher,2022,"$1,961,207",5.0,6.9164,"Image Nation Abu Dhabi,Lost City,Spooky Pictures,AGC Studios",2.543216,96,63.0,88.0,72.0, Thriller
Miller's Girl,2024,,4.0,6.7421,"Point Grey Pictures,Lionsgate",1.430985,93,52.0,,41.0,Comedy
Miller's Girl,2024,,4.0,6.7421,"Point Grey Pictures,Lionsgate",1.430985,93,52.0,,41.0, Drama
Miller's Girl,2024,,4.0,6.7421,"Point Grey Pictures,Lionsgate",1.430985,93,52.0,,41.0, Thriller
Meg 2: The Trench,2023,"$82,600,317",129.0,17.774,"Apelles Entertainment,Warner Bros. Pictures,di Bonaventura Pictures,CMC Pictures,Onaroll Productions,DF Pictures",384.056482,116,50.0,27.0,40.0,Action
Meg 2: The Trench,2023,"$82,600,317",129.0,17.774,"Apelles Entertainment,Warner Bros. Pictures,di Bonaventura Pictures,CMC Pictures,Onaroll Productions,DF Pictures",384.056482,116,50.0,27.0,40.0, Adventure
Meg 2: The Trench,2023,"$82,600,317",129.0,17.774,"Apelles Entertainment,Warner Bros. Pictures,di Bonaventura Pictures,CMC Pictures,Onaroll Productions,DF Pictures",384.056482,116,50.0,27.0,40.0, Horror
Cocaine Bear,2023,"$64,670,240",32.5,13.3717,"Universal Pictures,Brownstone Productions,Lord Miller,Jurassic Party",88.314672,95,59.0,66.0,54.0,Comedy
Cocaine Bear,2023,"$64,670,240",32.5,13.3717,"Universal Pictures,Brownstone Productions,Lord Miller,Jurassic Party",88.314672,95,59.0,66.0,54.0, Crime
Cocaine Bear,2023,"$64,670,240",32.5,13.3717,"Universal Pictures,Brownstone Productions,Lord Miller,Jurassic Party",88.314672,95,59.0,66.0,54.0, Thriller
Godzilla vs. Kong,2021,"$100,916,094",200.0,9.5449,Legendary Pictures,470.116094,114,63.0,76.0,59.0,Action
Godzilla vs. Kong,2021,"$100,916,094",200.0,9.5449,Legendary Pictures,470.116094,114,63.0,76.0,59.0, Sci-Fi
Godzilla vs. Kong,2021,"$100,916,094",200.0,9.5449,Legendary Pictures,470.116094,114,63.0,76.0,59.0, Thriller
Nightmare Alley,2021,"$11,338,107",60.0,8.3702,"Searchlight Pictures,Double Dare You",39.629195,150,70.0,80.0,70.0,Crime
Nightmare Alley,2021,"$11,338,107",60.0,8.3702,"Searchlight Pictures,Double Dare You",39.629195,150,70.0,80.0,70.0, Drama
Nightmare Alley,2021,"$11,338,107",60.0,8.3702,"Searchlight Pictures,Double Dare You",39.629195,150,70.0,80.0,70.0, Thriller
Downton Abbey: A New Era,2022,"$44,141,550",40.0,7.1018,"Carnival Films,Focus Features",92.651384,124,74.0,86.0,63.0,Drama
Downton Abbey: A New Era,2022,"$44,141,550",40.0,7.1018,"Carnival Films,Focus Features",92.651384,124,74.0,86.0,63.0, Romance
Hypnotic,2023,"$4,500,169",70.0,7.1746,"Studio 8,Solstice Studios,Ingenious Media,Double R Productions",16.014123,93,55.0,32.0,53.0,Action
Hypnotic,2023,"$4,500,169",70.0,7.1746,"Studio 8,Solstice Studios,Ingenious Media,Double R Productions",16.014123,93,55.0,32.0,53.0, Drama
Hypnotic,2023,"$4,500,169",70.0,7.1746,"Studio 8,Solstice Studios,Ingenious Media,Double R Productions",16.014123,93,55.0,32.0,53.0, Mystery
Snack Shack,2024,"$455,708",3.0,10.0229,"T-Street,Paperclip,MRC",0.455708,112,70.0,82.0,64.0,Comedy
Peter Rabbit 2: The Runaway,2021,"$40,501,717",45.0,8.8868,"Columbia Pictures,Olive Bridge Entertainment,Animal Logic,MRC,2.0 Entertainment",153.0,93,62.0,68.0,43.0,Animation
Peter Rabbit 2: The Runaway,2021,"$40,501,717",45.0,8.8868,"Columbia Pictures,Olive Bridge Entertainment,Animal Logic,MRC,2.0 Entertainment",153.0,93,62.0,68.0,43.0, Adventure
Peter Rabbit 2: The Runaway,2021,"$40,501,717",45.0,8.8868,"Columbia Pictures,Olive Bridge Entertainment,Animal Logic,MRC,2.0 Entertainment",153.0,93,62.0,68.0,43.0, Comedy
Amsterdam,2022,"$14,947,969",80.0,7.2729,"DreamCrew,Keep Your Head Productions,Corazon Hayagriva,New Regency Productions,Regency Enterprises",31.24581,134,61.0,31.0,49.0,Comedy
Amsterdam,2022,"$14,947,969",80.0,7.2729,"DreamCrew,Keep Your Head Productions,Corazon Hayagriva,New Regency Productions,Regency Enterprises",31.24581,134,61.0,31.0,49.0, Drama
Amsterdam,2022,"$14,947,969",80.0,7.2729,"DreamCrew,Keep Your Head Productions,Corazon Hayagriva,New Regency Productions,Regency Enterprises",31.24581,134,61.0,31.0,49.0, History
65,2023,"$32,062,904",45.0,80.5961,"Raimi Productions,Beck/Woods,Bron Studios,Columbia Pictures,TSG Entertainment",60.730568,92,54.0,36.0,40.0,Action
65,2023,"$32,062,904",45.0,80.5961,"Raimi Productions,Beck/Woods,Bron Studios,Columbia Pictures,TSG Entertainment",60.730568,92,54.0,36.0,40.0, Adventure
65,2023,"$32,062,904",45.0,80.5961,"Raimi Productions,Beck/Woods,Bron Studios,Columbia Pictures,TSG Entertainment",60.730568,92,54.0,36.0,40.0, Sci-Fi
The Invitation,2022,"$25,100,080",10.0,6.5602,"Screen Gems,Latchkey",33.628,105,53.0,31.0,45.0,Horror
The Invitation,2022,"$25,100,080",10.0,6.5602,"Screen Gems,Latchkey",33.628,105,53.0,31.0,45.0, Thriller
Trolls Band Together,2023,"$102,996,915",95.0,16.1052,DreamWorks Animation,209.64603,91,60.0,64.0,,Animation
Trolls Band Together,2023,"$102,996,915",95.0,16.1052,DreamWorks Animation,209.64603,91,60.0,64.0,, Adventure
Trolls Band Together,2023,"$102,996,915",95.0,16.1052,DreamWorks Animation,209.64603,91,60.0,64.0,, Comedy
Mortal Kombat,2021,"$42,326,031",20.0,12.5466,"Atomic Monster,Broken Road Productions,New Line Cinema",84.426031,110,61.0,55.0,44.0,Action
Mortal Kombat,2021,"$42,326,031",20.0,12.5466,"Atomic Monster,Broken Road Productions,New Line Cinema",84.426031,110,61.0,55.0,44.0, Adventure
Mortal Kombat,2021,"$42,326,031",20.0,12.5466,"Atomic Monster,Broken Road Productions,New Line Cinema",84.426031,110,61.0,55.0,44.0, Fantasy
Ghostbusters: Afterlife,2021,"$129,471,867",75.0,9.7062,"Columbia Pictures,Bron Studios,The Montecito Picture Company,Ghost Corps",204.334455,124,70.0,63.0,45.0,Adventure
Ghostbusters: Afterlife,2021,"$129,471,867",75.0,9.7062,"Columbia Pictures,Bron Studios,The Montecito Picture Company,Ghost Corps",204.334455,124,70.0,63.0,45.0, Comedy
Ghostbusters: Afterlife,2021,"$129,471,867",75.0,9.7062,"Columbia Pictures,Bron Studios,The Montecito Picture Company,Ghost Corps",204.334455,124,70.0,63.0,45.0, Fantasy
Society of the Snow,2023,,65.5,7.1304,"El Arriero Films,Misión de Audaces Films,Netflix",0.001281,144,78.0,90.0,72.0,Adventure
Society of the Snow,2023,,65.5,7.1304,"El Arriero Films,Misión de Audaces Films,Netflix",0.001281,144,78.0,90.0,72.0, Biography
Society of the Snow,2023,,65.5,7.1304,"El Arriero Films,Misión de Audaces Films,Netflix",0.001281,144,78.0,90.0,72.0, Drama
Bottoms,2023,"$12,036,071",11.3,6.7771,"Brownstone Productions,Orion Pictures",12.976079,91,67.0,91.0,74.0,Comedy
Titane,2021,"$1,442,988",6.6,5.5614,"Kazak Productions,ARTE France Cinéma,Frakas Productions,VOO,BeTV",4.982335,108,65.0,90.0,75.0,Drama
Titane,2021,"$1,442,988",6.6,5.5614,"Kazak Productions,ARTE France Cinéma,Frakas Productions,VOO,BeTV",4.982335,108,65.0,90.0,75.0, Horror
Titane,2021,"$1,442,988",6.6,5.5614,"Kazak Productions,ARTE France Cinéma,Frakas Productions,VOO,BeTV",4.982335,108,65.0,90.0,75.0, Sci-Fi
The Killer,2024,,30.0,7.1694,"Universal Pictures,Atlas Entertainment,A Better Tomorrow Films,Entertainment One",0.318618,126,57.0,85.0,60.0,Action
The Killer,2024,,30.0,7.1694,"Universal Pictures,Atlas Entertainment,A Better Tomorrow Films,Entertainment One",0.318618,126,57.0,85.0,60.0, Thriller
Hundreds of Beavers,2022,"$666,174",0.15,2.7714,SRH,0.804017,108,76.0,97.0,82.0,Action
Hundreds of Beavers,2022,"$666,174",0.15,2.7714,SRH,0.804017,108,76.0,97.0,82.0, Adventure
Hundreds of Beavers,2022,"$666,174",0.15,2.7714,SRH,0.804017,108,76.0,97.0,82.0, Comedy
Thanksgiving,2023,"$31,908,884",15.0,8.22,"Electromagnetic Productions,Dragonfly Entertainment,Spyglass Media Group",46.55328,106,62.0,84.0,63.0,Comedy
Thanksgiving,2023,"$31,908,884",15.0,8.22,"Electromagnetic Productions,Dragonfly Entertainment,Spyglass Media Group",46.55328,106,62.0,84.0,63.0, Horror
Thanksgiving,2023,"$31,908,884",15.0,8.22,"Electromagnetic Productions,Dragonfly Entertainment,Spyglass Media Group",46.55328,106,62.0,84.0,63.0, Mystery
Morbius,2022,"$73,865,530",75.0,11.7307,"Columbia Pictures,Matt Tolmach Productions,Arad Productions",167.635712,105,51.0,15.0,35.0,Action
Morbius,2022,"$73,865,530",75.0,11.7307,"Columbia Pictures,Matt Tolmach Productions,Arad Productions",167.635712,105,51.0,15.0,35.0, Adventure
Morbius,2022,"$73,865,530",75.0,11.7307,"Columbia Pictures,Matt Tolmach Productions,Arad Productions",167.635712,105,51.0,15.0,35.0, Horror
Crimes of the Future,2022,"$2,452,882",27.0,4.8015,"Serendipity Point Films,Téléfilm Canada,Ingenious Media,Argonauts Productions,RocketScience,E.R.T.",4.551565,107,58.0,80.0,68.0,Drama
Crimes of the Future,2022,"$2,452,882",27.0,4.8015,"Serendipity Point Films,Téléfilm Canada,Ingenious Media,Argonauts Productions,RocketScience,E.R.T.",4.551565,107,58.0,80.0,68.0, Horror
Crimes of the Future,2022,"$2,452,882",27.0,4.8015,"Serendipity Point Films,Téléfilm Canada,Ingenious Media,Argonauts Productions,RocketScience,E.R.T.",4.551565,107,58.0,80.0,68.0, Sci-Fi
Boy Kills World,2023,"$2,626,127",18.0,8.3236,"Vertigo Entertainment,Hammerstone Studios,Nthibah Pictures,Capstone Global",3.139717,110,64.0,58.0,47.0,Action
Boy Kills World,2023,"$2,626,127",18.0,8.3236,"Vertigo Entertainment,Hammerstone Studios,Nthibah Pictures,Capstone Global",3.139717,110,64.0,58.0,47.0, Crime
Boy Kills World,2023,"$2,626,127",18.0,8.3236,"Vertigo Entertainment,Hammerstone Studios,Nthibah Pictures,Capstone Global",3.139717,110,64.0,58.0,47.0, Thriller
Three Thousand Years of Longing,2022,"$8,286,741",60.0,8.9596,"FilmNation Entertainment,Elevate Production Finance,Sunac Pictures,Kennedy Miller Mitchell",20.3,108,67.0,71.0,60.0,Drama
Three Thousand Years of Longing,2022,"$8,286,741",60.0,8.9596,"FilmNation Entertainment,Elevate Production Finance,Sunac Pictures,Kennedy Miller Mitchell",20.3,108,67.0,71.0,60.0, Fantasy
Three Thousand Years of Longing,2022,"$8,286,741",60.0,8.9596,"FilmNation Entertainment,Elevate Production Finance,Sunac Pictures,Kennedy Miller Mitchell",20.3,108,67.0,71.0,60.0, Romance
Ferrari,2023,"$18,550,028",95.0,3.2533,"STXfilms,Forward Pass,Storyteller Productions,Ketchup Entertainment,Esme Grace Media,Cecchi Gori USA,Red Sea Fund,Red Sea Film Festival Foundation,Iervolino & Lady Bacardi Entertainment",39.220516,131,64.0,72.0,73.0,Biography
Ferrari,2023,"$18,550,028",95.0,3.2533,"STXfilms,Forward Pass,Storyteller Productions,Ketchup Entertainment,Esme Grace Media,Cecchi Gori USA,Red Sea Fund,Red Sea Film Festival Foundation,Iervolino & Lady Bacardi Entertainment",39.220516,131,64.0,72.0,73.0, Drama
Ferrari,2023,"$18,550,028",95.0,3.2533,"STXfilms,Forward Pass,Storyteller Productions,Ketchup Entertainment,Esme Grace Media,Cecchi Gori USA,Red Sea Fund,Red Sea Film Festival Foundation,Iervolino & Lady Bacardi Entertainment",39.220516,131,64.0,72.0,73.0, History
Ambulance,2022,"$22,781,115",40.0,9.4479,"Bay Films,Endeavor Content,New Republic Pictures,Project X Entertainment",52.303589,136,61.0,68.0,55.0,Action
Ambulance,2022,"$22,781,115",40.0,9.4479,"Bay Films,Endeavor Content,New Republic Pictures,Project X Entertainment",52.303589,136,61.0,68.0,55.0, Crime
Ambulance,2022,"$22,781,115",40.0,9.4479,"Bay Films,Endeavor Content,New Republic Pictures,Project X Entertainment",52.303589,136,61.0,68.0,55.0, Drama
Moonfall,2022,"$19,060,660",146.0,9.7516,"Centropolis Entertainment,Street Entertainment,Lionsgate,AGC Studios,Huayi Tencent Entertainment,Huayi Brothers International",67.319703,131,52.0,35.0,41.0,Action
Moonfall,2022,"$19,060,660",146.0,9.7516,"Centropolis Entertainment,Street Entertainment,Lionsgate,AGC Studios,Huayi Tencent Entertainment,Huayi Brothers International",67.319703,131,52.0,35.0,41.0, Adventure
Moonfall,2022,"$19,060,660",146.0,9.7516,"Centropolis Entertainment,Street Entertainment,Lionsgate,AGC Studios,Huayi Tencent Entertainment,Huayi Brothers International",67.319703,131,52.0,35.0,41.0, Sci-Fi
BlackBerry,2023,"$1,476,597",5.0,4.0615,"Zapruder Films,Rhombus Media,IPR.VC,XYZ Films",2.6,120,73.0,97.0,78.0,Biography
BlackBerry,2023,"$1,476,597",5.0,4.0615,"Zapruder Films,Rhombus Media,IPR.VC,XYZ Films",2.6,120,73.0,97.0,78.0, Comedy
BlackBerry,2023,"$1,476,597",5.0,4.0615,"Zapruder Films,Rhombus Media,IPR.VC,XYZ Films",2.6,120,73.0,97.0,78.0, Drama
Jungle Cruise,2021,"$116,987,516",200.0,13.6362,"Walt Disney Pictures,Seven Bucks Productions,Davis Entertainment,Flynn Picture Company",220.889446,127,66.0,62.0,50.0,Action
Jungle Cruise,2021,"$116,987,516",200.0,13.6362,"Walt Disney Pictures,Seven Bucks Productions,Davis Entertainment,Flynn Picture Company",220.889446,127,66.0,62.0,50.0, Adventure
Jungle Cruise,2021,"$116,987,516",200.0,13.6362,"Walt Disney Pictures,Seven Bucks Productions,Davis Entertainment,Flynn Picture Company",220.889446,127,66.0,62.0,50.0, Comedy
The Bad Guys,2022,"$97,459,240",80.0,13.9717,DreamWorks Animation,250.162278,100,68.0,88.0,64.0,Animation
The Bad Guys,2022,"$97,459,240",80.0,13.9717,DreamWorks Animation,250.162278,100,68.0,88.0,64.0, Adventure
The Bad Guys,2022,"$97,459,240",80.0,13.9717,DreamWorks Animation,250.162278,100,68.0,88.0,64.0, Comedy
The Beast,2023,"$413,978",8.4,6.5527,"Les films du Bélier,My New Picture,Sons of Manual,ARTE France Cinéma,AMI,Jamal Zeinal Zade",0.760979,146,65.0,86.0,80.0,Drama
The Beast,2023,"$413,978",8.4,6.5527,"Les films du Bélier,My New Picture,Sons of Manual,ARTE France Cinéma,AMI,Jamal Zeinal Zade",0.760979,146,65.0,86.0,80.0, Romance
The Beast,2023,"$413,978",8.4,6.5527,"Les films du Bélier,My New Picture,Sons of Manual,ARTE France Cinéma,AMI,Jamal Zeinal Zade",0.760979,146,65.0,86.0,80.0, Sci-Fi
The First Omen,2024,"$20,092,802",30.0,13.7398,"Phantom Four,20th Century Studios",53.992802,119,65.0,83.0,,Horror
Lightyear,2022,"$118,307,188",200.0,9.3123,"Pixar,Walt Disney Pictures",226.42542,105,61.0,74.0,60.0,Animation
Lightyear,2022,"$118,307,188",200.0,9.3123,"Pixar,Walt Disney Pictures",226.42542,105,61.0,74.0,60.0, Action
Lightyear,2022,"$118,307,188",200.0,9.3123,"Pixar,Walt Disney Pictures",226.42542,105,61.0,74.0,60.0, Adventure
Ticket to Paradise,2022,"$68,275,985",20.0,6.4292,"Smoke House Pictures,Red Om Films,Working Title Films,Universal Pictures",168.8,104,61.0,57.0,50.0,Comedy
Ticket to Paradise,2022,"$68,275,985",20.0,6.4292,"Smoke House Pictures,Red Om Films,Working Title Films,Universal Pictures",168.8,104,61.0,57.0,50.0, Drama
Ticket to Paradise,2022,"$68,275,985",20.0,6.4292,"Smoke House Pictures,Red Om Films,Working Title Films,Universal Pictures",168.8,104,61.0,57.0,50.0, Romance
